(Parent) ASIN,Title,Sessions – Mobile app,Sessions – Mobile APP – B2B,Sessions – Browser,Sessions – Browser – B2B,Sessions – Total,Sessions – Total – B2B,Session percentage – Mobile APP – B2B,Session percentage – Mobile App,Session percentage – Browser,Session percentage – Browser – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Mobile app,Page views – Mobile APP – B2B,Page views – Browser,Page views – Browser – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Mobile App,Page views percentage – Mobile app – B2B,Page views percentage – Browser,Page views percentage – Browser – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B,Units refunded,Units refunded – B2B,Refund Rate,Refund rate – B2B,Shipped product sales,Shipped Product Sales – B2B,Units shipped,Units Shipped – B2B,Orders shipped,Orders Shipped – B2B
B07QNVS3SY,Rimmel 60 Sec Colour Block 710,232,0,113,0,345,0,0.00%,0.01%,0.02%,0.00%,0.02%,0.00%,292,0,149,0,441,0,0.01%,0.00%,0.02%,0.00%,0.01%,0.00%,4.18%,0.00%,1,0,0.29%,0.00%,£4.11,£0.00,1,0,0,0,0.00%,0.00%,£3.42,£0.00,1,0,1,0
B07TXW55HQ,Victoria Vynn REMOVER SOAK OFF MANICURE 150ml,2,0,1,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,0,1,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,66.67%,0.00%,1,0,33.33%,0.00%,£7.05,£0.00,1,0,0,0,0.00%,0.00%,£6.71,£0.00,1,0,1,0
B07VNYHPR8,ODYSSEY HOMME EDP 100 ML (NEW RELEASE),209,1,96,4,305,5,0.01%,0.01%,0.01%,0.05%,0.01%,0.03%,288,1,131,6,419,7,0.01%,0.01%,0.01%,0.06%,0.01%,0.03%,2.37%,0.00%,1,0,0.33%,0.00%,£27.50,£0.00,1,0,0,0,0.00%,0.00%,£22.92,£0.00,1,0,1,0
B07WWF6TCJ,MARION Hair Spray For Easy Combing - 120ml,3,0,4,0,7,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,0,4,0,8,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,28.57%,0.00%,1,0,14.29%,0.00%,£9.99,£0.00,1,0,0,0,0.00%,0.00%,£8.32,£0.00,1,0,1,0
B07ZFVJG2S,Victoria Vynn Gel Polish Carat Coral Diamond 230 8ml,3,0,1,0,4,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,0,1,0,7,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,£8.99,£0.00,1,0,0,0,0.00%,0.00%,£7.49,£0.00,1,0,1,0
B081HLQBR1,"Sally Hansen Problem Cuticle Remover, 1 Ounce",21,1,14,0,35,1,0.01%,0.00%,0.00%,0.00%,0.00%,0.01%,26,1,17,0,43,1,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,9.30%,0.00%,1,0,2.86%,0.00%,£7.49,£0.00,1,0,0,0,0.00%,0.00%,£6.24,£0.00,1,0,1,0
B083G1Y5PH,Victoria Vynn Master Gel UV LED Modeling Gel Acrylic Builder 06 COVER NUDE 60ml,31,0,10,2,41,2,0.00%,0.00%,0.00%,0.03%,0.00%,0.01%,43,0,12,2,55,2,0.00%,0.00%,0.00%,0.02%,0.00%,0.01%,3.70%,0.00%,1,0,2.44%,0.00%,£21.97,£0.00,1,0,0,0,0.00%,0.00%,£18.31,£0.00,1,0,1,0
B08445GKQZ,WAX LYRICAL Reed Diffuser Refill 200ml Mediterranean Orange,569,5,322,8,891,13,0.06%,0.04%,0.04%,0.11%,0.04%,0.08%,770,5,413,10,"1,183",15,0.04%,0.04%,0.04%,0.10%,0.04%,0.07%,0.28%,27.27%,1,0,0.11%,0.00%,£8.49,£0.00,1,0,0,0,0.00%,0.00%,£7.07,£0.00,1,0,1,0
B08445J39L,Wax Lyrical Reed Diffuser Vanilla Flower,"1,818",6,714,20,"2,532",26,0.07%,0.12%,0.10%,0.27%,0.11%,0.16%,"2,327",8,958,33,"3,285",41,0.11%,0.07%,0.10%,0.33%,0.11%,0.19%,2.16%,4.35%,1,0,0.04%,0.00%,£8.49,£0.00,1,0,0,0,0.00%,0.00%,£7.07,£0.00,1,0,1,0
B0849DZ4VQ,Stargazer Neon UV-Reactive Wash Out Hair Colour,10,0,8,0,18,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10,0,8,0,18,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,38.89%,0.00%,1,0,5.56%,0.00%,£7.96,£0.00,1,0,0,0,0.00%,0.00%,£6.63,£0.00,1,0,1,0
B084GW1CH1,"7th Heaven Silver Easy Peel Off Face Mask with Powered Smithsonite, Pressed Orchid and Crushed Violet for a Deep Micro Cleanse, Ideal for Normal, Combo and Oily Skin",7,0,3,0,10,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7,0,3,0,10,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,63.64%,0.00%,1,0,10.00%,0.00%,£2.99,£0.00,1,0,0,0,0.00%,0.00%,£2.49,£0.00,1,0,1,0
B0863XNLBW,Technic Vitamin C Brightening Makeup Face Primer Moisturiser & Natural Glow Base,17,1,13,1,30,2,0.01%,0.00%,0.00%,0.01%,0.00%,0.01%,20,1,15,1,35,2,0.00%,0.01%,0.00%,0.01%,0.00%,0.01%,12.12%,0.00%,1,0,3.33%,0.00%,£4.45,£0.00,1,0,0,0,0.00%,0.00%,£3.71,£0.00,1,0,1,0
B08695LD7J,Maybelline Fit Me Matte & Poreless Foundation 095 Fair Porcelain 30ml,121,0,54,0,175,0,0.00%,0.01%,0.01%,0.00%,0.01%,0.00%,138,0,64,0,202,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,2.50%,0.00%,1,0,0.57%,0.00%,£7.49,£0.00,1,0,0,0,0.00%,0.00%,£6.24,£0.00,1,0,1,0
B087FQV4XR,Technic - Magic Mist Spray Illuminator Gold,24,1,16,1,40,2,0.01%,0.00%,0.00%,0.01%,0.00%,0.01%,38,1,20,1,58,2,0.00%,0.01%,0.00%,0.01%,0.00%,0.01%,46.94%,100.00%,2,0,5.00%,0.00%,£13.98,£0.00,1,0,0,0,0.00%,0.00%,£11.64,£0.00,2,0,1,0
B087G2WLWY,Technic Skinny Mascara (9ml),12,0,3,0,15,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16,0,5,0,21,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16.67%,0.00%,1,0,6.67%,0.00%,£3.99,£0.00,1,0,0,0,0.00%,0.00%,£3.32,£0.00,1,0,1,0
B089RD3DF8,Sally Hansen Miracle Gel Nail Polish No UV Lamp Professional Manicure Effect 252 Rose & Shine,6,0,9,0,15,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,0,16,0,22,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,88.89%,0.00%,1,0,6.67%,0.00%,£9.99,£0.00,1,0,0,0,0.00%,0.00%,£8.32,£0.00,1,0,1,0
B08CHJQL9J,"RIMMEL London 99350057620 Rimmel Lasting Finish Lipliner 125 for Adults, Built for Everyday use",53,0,41,0,94,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,58,0,53,0,111,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,16.67%,0.00%,1,0,1.06%,0.00%,£3.98,£0.00,1,0,0,0,0.00%,0.00%,£3.32,£0.00,1,0,1,0
B08GH8B493,VICTORIA VYNN PURE CREAMY HYBRID NO. 179 SUCCESS,6,0,0,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,0,0,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16.67%,0.00%,1,0,16.67%,0.00%,£7.19,£0.00,1,0,0,0,0.00%,0.00%,£5.99,£0.00,1,0,1,0
B08K496799,Max Factor Masterpiece Xpress shade Made Me Blush,203,1,106,0,309,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.01%,268,1,137,0,405,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,0.84%,0.00%,1,0,0.32%,0.00%,£5.30,£0.00,1,0,0,0,0.00%,0.00%,£4.42,£0.00,1,0,1,0
B08KJ8NMG3,Technic Eye Canvas Eyeshadow Base (Light),30,0,8,0,38,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,45,0,11,0,56,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,43.48%,0.00%,1,0,2.63%,0.00%,£2.60,£0.00,1,0,0,0,0.00%,0.00%,£2.17,£0.00,1,0,1,0
B08LNSS12V,Rimmel Scandaleyes,1,0,7,0,8,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,7,0,8,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,12.50%,0.00%,£4.85,£0.00,1,0,0,0,0.00%,0.00%,£4.04,£0.00,1,0,1,0
B08NLFM8BH,"Rimmel London 60 Seconds Super Shine Nail Polish, Preppy in Pink, 8ml",157,1,90,1,247,2,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,220,1,115,1,335,2,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,1.01%,0.00%,2,0,0.81%,0.00%,£9.72,£0.00,1,0,0,0,0.00%,0.00%,£8.10,£0.00,2,0,1,0
B08PL3FQPS,MARION _SET Professional Glossy Effect zabieg laminowania do w³osów pusz¹cych siê maska z p³ynn¹ kreatyn¹ 20 ml + Czepek utrzymujacy ciep³o,3,0,0,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,0,0,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,£2.99,£0.00,1,0,0,0,0.00%,0.00%,£2.49,£0.00,1,0,1,0
B08Q57MLC6,"Max Factor Masterpiece Nude Palette Contouring Eye Shadows, 6.5 g, 1 Cappuccino Nudes",217,0,116,0,333,0,0.00%,0.01%,0.02%,0.00%,0.01%,0.00%,275,0,157,0,432,0,0.01%,0.00%,0.02%,0.00%,0.01%,0.00%,6.31%,0.00%,1,0,0.30%,0.00%,£12.79,£0.00,1,0,0,0,0.00%,0.00%,£10.66,£0.00,1,0,1,0
B08RF2RS1J,Silcare Base One French Pink Gel builder 50g,51,0,14,1,65,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,69,0,22,1,91,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,3.57%,0.00%,2,0,3.08%,0.00%,£31.76,£0.00,1,0,0,0,0.00%,0.00%,£25.82,£0.00,2,0,2,0
B08RF333CM,Silcare Base One Primer 15 ml (1er Pack),6,0,5,0,11,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7,0,6,0,13,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16.67%,0.00%,1,0,9.09%,0.00%,£8.74,£0.00,1,0,0,0,0.00%,0.00%,£7.28,£0.00,1,0,1,0
B08X8YP961,Revlon Colorstay Overtime Lipcolour,724,8,370,8,"1,094",16,0.09%,0.05%,0.05%,0.11%,0.05%,0.10%,893,8,504,14,"1,397",22,0.04%,0.07%,0.05%,0.14%,0.05%,0.10%,0.37%,0.00%,1,0,0.09%,0.00%,£9.49,£0.00,1,0,0,0,0.00%,0.00%,£7.91,£0.00,1,0,1,0
B08XZ1QD6M,Max Factor Max Factor Colour Elixir Lipliner,"1,272",4,748,11,"2,020",15,0.05%,0.08%,0.10%,0.15%,0.09%,0.09%,"1,581",4,952,11,"2,533",15,0.08%,0.04%,0.10%,0.11%,0.09%,0.07%,3.43%,33.33%,1,0,0.05%,0.00%,£8.49,£0.00,1,0,0,0,0.00%,0.00%,£7.07,£0.00,1,0,1,0
B08Y1CH3Q1,Stargazer Eye Shadow High Pigment Colour (3.5 g) parent,8,0,6,2,14,2,0.00%,0.00%,0.00%,0.03%,0.00%,0.01%,13,0,7,2,20,2,0.00%,0.00%,0.00%,0.02%,0.00%,0.01%,100.00%,0.00%,1,0,7.14%,0.00%,£4.25,£0.00,1,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B08YYV5BWW,"Revlon ColorStay Brow Fiber Filler, Longwearing & Volumising Waterproof Eyebrow Gel, 306 Clear",61,0,31,1,92,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,75,0,33,1,108,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,1.92%,0.00%,1,0,1.09%,0.00%,£7.50,£0.00,1,0,0,0,0.00%,0.00%,£6.25,£0.00,1,0,1,0
B08ZDPYB1T,Schwarzkopf 19401400_Schwarzkopf 1,112,0,48,2,160,2,0.00%,0.01%,0.01%,0.03%,0.01%,0.01%,125,0,60,3,185,3,0.01%,0.00%,0.01%,0.03%,0.01%,0.01%,16.29%,0.00%,1,0,0.63%,0.00%,£9.68,£0.00,1,0,0,0,0.00%,0.00%,£8.07,£0.00,1,0,1,0
B08ZM6RPTG,Gel Base One Cover Light 100g,20,0,7,1,27,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,26,0,12,2,38,2,0.00%,0.00%,0.00%,0.02%,0.00%,0.01%,3.03%,100.00%,1,1,3.70%,100.00%,£17.48,£17.48,1,1,0,0,0.00%,0.00%,£14.57,£0.00,1,0,1,0
B0916FM7Y7,BLOND STUDIO multi techniques powder 8 500 gr,1,0,2,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,2,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,£33.99,£0.00,1,0,0,0,0.00%,0.00%,£28.32,£0.00,1,0,1,0
B091QBW8TL,Victoria Vynn Master Gel UV LED Modeling Gel Acrylic Builder 11 Light Rose 60g,10,0,4,0,14,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11,0,6,0,17,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.67%,0.00%,1,0,7.14%,0.00%,£21.99,£0.00,1,0,0,0,0.00%,0.00%,£18.32,£0.00,1,0,1,0
B095KMYNT5,60 SECONDS super shine #101 8 ml,266,0,100,2,366,2,0.00%,0.02%,0.01%,0.03%,0.02%,0.01%,345,0,148,4,493,4,0.02%,0.00%,0.02%,0.04%,0.02%,0.02%,1.36%,100.00%,1,0,0.27%,0.00%,£4.58,£0.00,1,0,0,0,0.00%,0.00%,£3.82,£0.00,1,0,1,0
B09BJTQK5R,"essence Long-Lasting Eye Pencil, No. 02, Brown, Long-Lasting, Defining, Vegan, Waterproof, No Microplastic Particles, Nanoparticles Free, Pack of 1 (0.28 g)",387,0,190,4,577,4,0.00%,0.02%,0.03%,0.05%,0.03%,0.03%,522,0,255,5,777,5,0.03%,0.00%,0.03%,0.05%,0.03%,0.02%,3.13%,0.00%,3,0,0.52%,0.00%,£12.90,£0.00,1,0,0,0,0.00%,0.00%,£10.74,£0.00,3,0,1,0
B09CH6CMY8,Technic Miracle Make Up Remover Reusable Face Facial Sponge Cleaner Zero Waste,26,0,12,0,38,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,34,0,13,0,47,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,17.07%,0.00%,2,0,5.26%,0.00%,£8.40,£0.00,1,0,0,0,0.00%,0.00%,£7.00,£0.00,2,0,1,0
B09HV9F6JJ,Maybelline Superstay Matte Ink Longlasting Liquid,"1,637",8,587,4,"2,224",12,0.09%,0.11%,0.08%,0.05%,0.10%,0.08%,"2,237",14,818,5,"3,055",19,0.11%,0.13%,0.09%,0.05%,0.10%,0.09%,2.34%,66.67%,1,0,0.04%,0.00%,£7.99,£0.00,1,0,0,0,0.00%,0.00%,£6.66,£0.00,1,0,1,0
B09HXLSKTF,Silcare Cuticle Oil Yummy Gummy Pink 75ml,18,0,4,0,22,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,21,0,4,0,25,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,4.55%,0.00%,£8.65,£0.00,1,0,0,0,0.00%,0.00%,£7.21,£0.00,1,0,1,0
B09KNFV5DR,"Rimmel Kind + Free 24h Hydrating Concealer, Fair 010","1,170",6,596,4,"1,766",10,0.07%,0.08%,0.08%,0.05%,0.08%,0.06%,"1,560",7,785,7,"2,345",14,0.08%,0.06%,0.08%,0.07%,0.08%,0.07%,0.22%,0.00%,4,0,0.23%,0.00%,£28.08,£0.00,1,0,0,0,0.00%,0.00%,£34.26,£0.00,6,0,3,0
B09L6LYTD1,Technic 60 Individual Faux Mink Cluster Lashes,21,0,16,0,37,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,27,0,20,0,47,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.76%,0.00%,1,0,2.70%,0.00%,£4.67,£0.00,1,0,0,0,0.00%,0.00%,£11.71,£0.00,3,0,2,0
B09L6MZ2CW,Technic Colour Corrector Concealer Duo Correct Cover Conceal Blemish Correcting (Green/Pink),6,0,4,0,10,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7,0,4,0,11,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,36.36%,0.00%,1,0,10.00%,0.00%,£4.99,£0.00,1,0,0,0,0.00%,0.00%,£4.16,£0.00,1,0,1,0
B0B4SRNQN4,"Rimmel London Super Shine 60 Seconds Nail Polish, 155 Beach Breeze Please, 8ml",12,0,14,0,26,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,26,0,15,0,41,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.33%,0.00%,1,0,3.85%,0.00%,£4.46,£0.00,1,0,0,0,0.00%,0.00%,£3.72,£0.00,1,0,1,0
B0B5CBLCVW,Rimmel Lasting Provocalips Liquid Lipstick Grin & Bare It,"10,228",58,"3,720",19,"13,948",77,0.68%,0.66%,0.51%,0.26%,0.61%,0.48%,"13,495",79,"5,077",21,"18,572",100,0.67%,0.71%,0.53%,0.21%,0.62%,0.47%,0.09%,0.00%,1,0,0.01%,0.00%,£7.48,£0.00,1,0,0,0,0.00%,0.00%,£6.23,£0.00,1,0,1,0
B0B8CS5SKK,Bourjois Brow Reveal Invisible Brow Gel 4.5ml - 001 Clear,4,3,11,3,15,6,0.04%,0.00%,0.00%,0.04%,0.00%,0.04%,4,3,12,4,16,7,0.00%,0.03%,0.00%,0.04%,0.00%,0.03%,12.50%,0.00%,1,0,6.67%,0.00%,£4.48,£0.00,1,0,0,0,0.00%,0.00%,£3.73,£0.00,1,0,1,0
B0BCGPZQJ5,60 Seconds Super Shine #152-coco-nuts for You 8 ml,22,0,13,0,35,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,28,0,14,0,42,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,17.07%,0.00%,1,0,2.86%,0.00%,£5.29,£0.00,1,0,0,0,0.00%,0.00%,£4.41,£0.00,1,0,1,0
B0BCHVCF22,Max Factor Colour X-Pert Soft Touch Palette,"2,776",21,"1,432",12,"4,208",33,0.25%,0.18%,0.20%,0.16%,0.18%,0.21%,"3,490",26,"1,900",13,"5,390",39,0.17%,0.23%,0.20%,0.13%,0.18%,0.18%,0.00%,0.00%,1,0,0.02%,0.00%,£8.34,£0.00,1,0,0,0,0.00%,0.00%,£8.34,£0.00,1,0,1,0
B0BNF9T6M2,VICTORIA VYNN Pure Creamy Hybrid 222 RED TATTOO 8 ml,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,0,0,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,£7.25,£0.00,1,0,0,0,0.00%,0.00%,£6.04,£0.00,1,0,1,0
B0BVGHSL7B,L.A. Girl Pro Coverage Liquid Foundation 0.95 Fluid Ounce,81,0,38,0,119,0,0.00%,0.01%,0.01%,0.00%,0.01%,0.00%,103,0,58,0,161,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,16.13%,0.00%,1,0,0.84%,0.00%,£12.97,£0.00,1,0,0,0,0.00%,0.00%,£10.81,£0.00,1,0,1,0
B0BWT44MM9,MAC PRO LONGWEAR CONCEALER,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,0,0,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,1,0,100.00%,0.00%,£26.00,£0.00,1,0,0,0,0.00%,0.00%,£21.67,£0.00,1,0,1,0
B0BXHFVNLR,Manic Panic HVC Pillarbox Red 118 ml,939,4,303,2,"1,242",6,0.05%,0.06%,0.04%,0.03%,0.05%,0.04%,"1,153",4,357,2,"1,510",6,0.06%,0.04%,0.04%,0.02%,0.05%,0.03%,1.35%,0.00%,1,0,0.08%,0.00%,£11.65,£0.00,1,0,0,0,0.00%,0.00%,£9.71,£0.00,1,0,1,0
B0C4WGY7VD,VICTORIA VYNN GEL POLISH NO.,82,0,29,0,111,0,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,106,0,38,0,144,0,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,7.86%,0.00%,1,0,0.90%,0.00%,£6.95,£0.00,1,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C5RNB9T7,"Wax Lyrical, Colony Duvet Days Refill",17,0,11,1,28,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,23,0,14,1,37,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,2.78%,0.00%,2,0,7.14%,0.00%,£22.10,£0.00,1,0,0,0,0.00%,0.00%,£18.42,£0.00,2,0,1,0
B0C5ZV25C4,Sally Hansen Insta-Dri Nail Color,22,0,14,0,36,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,30,0,16,0,46,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,13.64%,0.00%,1,0,2.78%,0.00%,£9.99,£0.00,1,0,0,0,0.00%,0.00%,£8.32,£0.00,1,0,1,0
B0C9HPTP2T,Age Perfect,60,0,36,1,96,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,75,0,41,1,116,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,1,0,1.04%,0.00%,£12.38,£0.00,1,0,0,0,0.00%,0.00%,£10.32,£0.00,1,0,1,0
B0CFBF8P7R,"Max Factor Lasting Performance Make-Up, 030 Porcelain, 1 x 35 ml",156,0,124,1,280,1,0.00%,0.01%,0.02%,0.01%,0.01%,0.01%,183,0,168,1,351,1,0.01%,0.00%,0.02%,0.01%,0.01%,0.00%,8.88%,0.00%,1,0,0.36%,0.00%,£8.99,£0.00,1,0,0,0,0.00%,0.00%,£32.47,£0.00,3,0,2,0
B0CG1M5Z39,Rimmel Bold Blush 005,86,1,23,0,109,1,0.01%,0.01%,0.00%,0.00%,0.00%,0.01%,105,1,30,0,135,1,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,8.73%,0.00%,1,0,0.92%,0.00%,£9.99,£0.00,1,0,0,0,0.00%,0.00%,£8.32,£0.00,1,0,1,0
B0CHW6ND8S,Revlon Revlon ColorStay Liquid Foundation Makeup for Normal/Dry Skin SPF 20,118,1,69,1,187,2,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,152,2,88,2,240,4,0.01%,0.02%,0.01%,0.02%,0.01%,0.02%,0.00%,0.00%,1,0,0.53%,0.00%,£7.34,£0.00,1,0,0,0,0.00%,0.00%,£6.12,£0.00,1,0,1,0
B0CLNVN54C,"Max Factor Lash Revival Mascara 003 Extreme Black, 11 ml",172,0,105,4,277,4,0.00%,0.01%,0.01%,0.05%,0.01%,0.03%,230,0,166,9,396,9,0.01%,0.00%,0.02%,0.09%,0.01%,0.04%,0.00%,0.00%,1,0,0.36%,0.00%,£6.49,£0.00,1,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CLYCX2NH,"Revlon PhotoReady Primer, Shadow and Sparkle, Watercolour",9,0,4,0,13,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11,0,4,0,15,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,1,0,7.69%,0.00%,£9.99,£0.00,1,0,0,0,0.00%,0.00%,£8.32,£0.00,1,0,1,0
B0CX2Y8SM8,"essence eyebrow DESIGNER, Eye Pencil, Augenbrauenstift, Nr. 01 black, schwarz, definierend, vegan, Mikroplastik Partikel frei, Nanopartikel frei (1g)",26,0,15,1,41,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,41,0,21,1,62,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,8.62%,0.00%,1,0,2.44%,0.00%,£4.40,£0.00,1,0,0,0,0.00%,0.00%,£3.67,£0.00,1,0,1,0
B0D3HWFQY9,Victoria Vynn Gel Polish Top OH! MY GLOSS No Wipe UV LED Nails Soak Off Manicure,544,9,125,10,669,19,0.11%,0.03%,0.02%,0.14%,0.03%,0.12%,695,15,159,12,854,27,0.03%,0.13%,0.02%,0.12%,0.03%,0.13%,1.12%,0.00%,1,0,0.15%,0.00%,£12.98,£0.00,1,0,0,0,0.00%,0.00%,£10.82,£0.00,1,0,1,0
B0D3PT9QTW,"Armaf Club De Nuit Precieux 1, Extrair de Parfum, 55ml","1,657",18,636,7,"2,293",25,0.21%,0.11%,0.09%,0.10%,0.10%,0.16%,"2,333",23,961,13,"3,294",36,0.12%,0.21%,0.10%,0.13%,0.11%,0.17%,1.38%,0.00%,1,0,0.04%,0.00%,£42.00,£0.00,1,0,0,0,0.00%,0.00%,£35.00,£0.00,1,0,1,0
B0D6NFRTS3,"essence Quick Wing! stamp eyeliner, longlasting, express result, highly pigmented, intensive, colour intense (3.5ml)",0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,2,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,£6.49,£0.00,1,0,0,0,0.00%,0.00%,£5.41,£0.00,1,0,1,0
B0D7NSCY4B,Rimmel Provocalips 780,253,4,99,3,352,7,0.05%,0.02%,0.01%,0.04%,0.02%,0.04%,331,4,127,3,458,7,0.02%,0.04%,0.01%,0.03%,0.02%,0.03%,0.89%,0.00%,1,0,0.28%,0.00%,£6.49,£0.00,1,0,0,0,0.00%,0.00%,£5.41,£0.00,1,0,1,0
B0D8HKVCT7,Joanna Cream oxidizer,2,0,3,0,5,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,0,3,0,5,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,60.00%,0.00%,1,0,20.00%,0.00%,£9.38,£0.00,1,0,0,0,0.00%,0.00%,£7.82,£0.00,1,0,1,0
B0D8PR9Z3P,Lashes,89,0,74,3,163,3,0.00%,0.01%,0.01%,0.04%,0.01%,0.02%,119,0,97,4,216,4,0.01%,0.00%,0.01%,0.04%,0.01%,0.02%,3.96%,0.00%,1,0,0.61%,0.00%,£6.49,£0.00,1,0,0,0,0.00%,0.00%,£5.41,£0.00,1,0,1,0
B0DGQ1PN6S,Essie Gel-Like Nail Polish,32,0,38,0,70,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,37,0,46,0,83,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,97.56%,0.00%,1,0,1.43%,0.00%,£9.99,£0.00,1,0,0,0,0.00%,0.00%,£8.32,£0.00,1,0,1,0
